Observation station,Year,Month,Day,Time [UTC],Air temperature [°C],Snow depth [cm],Horizontal visibility [m]
"Tampere Härmälä","2023","12","26","23:10","-4.4","29","12102"
"Tampere Härmälä","2023","12","26","23:20","-4.5","29","10445"
"Tampere Härmälä","2023","12","26","23:30","-4.4","29","8287"
"Tampere Härmälä","2023","12","26","23:40","-4.4","29","3533"
"Tampere Härmälä","2023","12","26","23:50","-4.4","27","4654"
"Tampere Härmälä","2023","12","27","00:00","-4.5","28","9473"
"Tampere Härmälä","2023","12","27","00:10","-4.5","29","6018"
"Tampere Härmälä","2023","12","27","00:20","-4.3","29","2676"
"Tampere Härmälä","2023","12","27","00:30","-4.3","28","5652"
"Tampere Härmälä","2023","12","27","00:40","-4.4","27","6760"
"Tampere Härmälä","2023","12","27","00:50","-4.4","27","5335"
"Tampere Härmälä","2023","12","27","01:00","-4.4","28","4470"
"Tampere Härmälä","2023","12","27","01:10","-4.2","29","2589"
"Tampere Härmälä","2023","12","27","01:20","-4.2","28","2833"
"Tampere Härmälä","2023","12","27","01:30","-4","27","5605"
"Tampere Härmälä","2023","12","27","01:40","-4","27","4351"
"Tampere Härmälä","2023","12","27","01:50","-4.1","27","2970"
"Tampere Härmälä","2023","12","27","02:00","-4.2","27","2940"
"Tampere Härmälä","2023","12","27","02:10","-4.2","27","3849"
"Tampere Härmälä","2023","12","27","02:20","-4.3","27","3745"
"Tampere Härmälä","2023","12","27","02:30","-4.4","27","6192"
"Tampere Härmälä","2023","12","27","02:40","-4.4","28","5576"
"Tampere Härmälä","2023","12","27","02:50","-4.4","29","7866"
"Tampere Härmälä","2023","12","27","03:00","-4.4","29","13149"
"Tampere Härmälä","2023","12","27","03:10","-4.5","29","30310"
"Tampere Härmälä","2023","12","27","03:20","-4.5","29","12437"
"Tampere Härmälä","2023","12","27","03:30","-4.6","29","30813"
"Tampere Härmälä","2023","12","27","03:40","-4.6","29","26495"
"Tampere Härmälä","2023","12","27","03:50","-4.6","29","10625"
"Tampere Härmälä","2023","12","27","04:00","-4.7","29","11715"
"Tampere Härmälä","2023","12","27","04:10","-4.8","29","8805"
"Tampere Härmälä","2023","12","27","04:20","-4.6","29","13075"
"Tampere Härmälä","2023","12","27","04:30","-4.7","29","11150"
"Tampere Härmälä","2023","12","27","04:40","-4.8","29","11575"
"Tampere Härmälä","2023","12","27","04:50","-4.8","29","10900"
"Tampere Härmälä","2023","12","27","05:00","-4.8","29","17867"
"Tampere Härmälä","2023","12","27","05:10","-4.8","29","47126"
"Tampere Härmälä","2023","12","27","05:20","-4.8","29","25326"
"Tampere Härmälä","2023","12","27","05:30","-4.9","29","15618"
"Tampere Härmälä","2023","12","27","05:40","-5","29","27256"
"Tampere Härmälä","2023","12","27","05:50","-5.3","29","28640"
"Tampere Härmälä","2023","12","27","06:00","-5.8","29","22184"
"Tampere Härmälä","2023","12","27","06:10","-6.3","28","23771"
"Tampere Härmälä","2023","12","27","06:20","-7.1","28","27292"
"Tampere Härmälä","2023","12","27","06:30","-7.8","28","31464"
"Tampere Härmälä","2023","12","27","06:40","-8.4","28","33838"
"Tampere Härmälä","2023","12","27","06:50","-8.5","29","32350"
"Tampere Härmälä","2023","12","27","07:00","-8.2","29","33315"
"Tampere Härmälä","2023","12","27","07:10","-7.7","29","24057"
"Tampere Härmälä","2023","12","27","07:20","-7.2","29","18401"
"Tampere Härmälä","2023","12","27","07:30","-6.6","29","22867"
"Tampere Härmälä","2023","12","27","07:40","-6.5","29","23906"
"Tampere Härmälä","2023","12","27","07:50","-6.3","29","17944"
"Tampere Härmälä","2023","12","27","08:00","-6","29","21135"
"Tampere Härmälä","2023","12","27","08:10","-5.6","30","21187"
"Tampere Härmälä","2023","12","27","08:20","-5.4","29","21795"
"Tampere Härmälä","2023","12","27","08:30","-5.2","30","20651"
"Tampere Härmälä","2023","12","27","08:40","-4.8","29","20940"
"Tampere Härmälä","2023","12","27","08:50","-4.7","29","24151"
"Tampere Härmälä","2023","12","27","09:00","-4.6","29","22029"
"Tampere Härmälä","2023","12","27","09:10","-4.5","29","21205"
"Tampere Härmälä","2023","12","27","09:20","-4.5","29","19085"
"Tampere Härmälä","2023","12","27","09:30","-4.5","29","29184"
"Tampere Härmälä","2023","12","27","09:40","-4.5","29","35623"
"Tampere Härmälä","2023","12","27","09:50","-4.5","28","11926"
"Tampere Härmälä","2023","12","27","10:00","-4.6","28","36479"
"Tampere Härmälä","2023","12","27","10:10","-4.6","29","42744"
"Tampere Härmälä","2023","12","27","10:20","-4.6","28","47559"
"Tampere Härmälä","2023","12","27","10:30","-4.6","28","49486"
"Tampere Härmälä","2023","12","27","10:40","-4.6","28","50000"
"Tampere Härmälä","2023","12","27","10:50","-4.6","28","50000"
"Tampere Härmälä","2023","12","27","11:00","-4.6","28","50000"
"Tampere Härmälä","2023","12","27","11:10","-4.5","29","50000"
"Tampere Härmälä","2023","12","27","11:20","-4.4","29","50000"
"Tampere Härmälä","2023","12","27","11:30","-4.4","28","47912"
"Tampere Härmälä","2023","12","27","11:40","-4.3","28","50000"
"Tampere Härmälä","2023","12","27","11:50","-4.3","29","50000"
"Tampere Härmälä","2023","12","27","12:00","-4.3","28","50000"
"Tampere Härmälä","2023","12","27","12:10","-4.3","28","50000"
"Tampere Härmälä","2023","12","27","12:20","-4.3","28","50000"
"Tampere Härmälä","2023","12","27","12:30","-4.3","28","50000"
"Tampere Härmälä","2023","12","27","12:40","-4.3","28","50000"
"Tampere Härmälä","2023","12","27","12:50","-4.3","28","50000"
"Tampere Härmälä","2023","12","27","13:00","-4.4","28","50000"
"Tampere Härmälä","2023","12","27","13:10","-4.6","28","50000"
"Tampere Härmälä","2023","12","27","13:20","-5","28","40422"
"Tampere Härmälä","2023","12","27","13:30","-5.6","28","31796"
"Tampere Härmälä","2023","12","27","13:40","-6","28","33418"
"Tampere Härmälä","2023","12","27","13:50","-5.8","28","35356"
"Tampere Härmälä","2023","12","27","14:00","-4.7","28","41529"
"Tampere Härmälä","2023","12","27","14:10","-4.6","28","48493"
"Tampere Härmälä","2023","12","27","14:20","-4.6","28","48997"
"Tampere Härmälä","2023","12","27","14:30","-4.8","28","24176"
"Tampere Härmälä","2023","12","27","14:40","-4.9","28","39496"
"Tampere Härmälä","2023","12","27","14:50","-5","28","45842"
"Tampere Härmälä","2023","12","27","15:00","-5","28","41887"
"Tampere Härmälä","2023","12","27","15:10","-5","28","41244"
"Tampere Härmälä","2023","12","27","15:20","-4.9","28","38823"
"Tampere Härmälä","2023","12","27","15:30","-4.9","28","28792"
"Tampere Härmälä","2023","12","27","15:40","-4.9","28","21233"
"Tampere Härmälä","2023","12","27","15:50","-4.9","28","28071"
"Tampere Härmälä","2023","12","27","16:00","-4.8","28","27760"
"Tampere Härmälä","2023","12","27","16:10","-4.7","28","30124"
"Tampere Härmälä","2023","12","27","16:20","-4.7","28","44677"
"Tampere Härmälä","2023","12","27","16:30","-4.6","28","50000"
"Tampere Härmälä","2023","12","27","16:40","-4.6","28","50000"
"Tampere Härmälä","2023","12","27","16:50","-4.7","28","50000"
"Tampere Härmälä","2023","12","27","17:00","-4.8","28","50000"
"Tampere Härmälä","2023","12","27","17:10","-4.9","28","50000"
"Tampere Härmälä","2023","12","27","17:20","-5.1","27","50000"
"Tampere Härmälä","2023","12","27","17:30","-5.4","27","50000"
"Tampere Härmälä","2023","12","27","17:40","-5.9","27","50000"
"Tampere Härmälä","2023","12","27","17:50","-6.2","27","50000"
"Tampere Härmälä","2023","12","27","18:00","-6.2","27","50000"
"Tampere Härmälä","2023","12","27","18:10","-6","27","50000"
"Tampere Härmälä","2023","12","27","18:20","-5.9","27","50000"
"Tampere Härmälä","2023","12","27","18:30","-5.9","27","50000"
"Tampere Härmälä","2023","12","27","18:40","-5.9","27","50000"
"Tampere Härmälä","2023","12","27","18:50","-5.8","27","34449"
"Tampere Härmälä","2023","12","27","19:00","-5.9","27","13329"
"Tampere Härmälä","2023","12","27","19:10","-6.1","27","4829"
"Tampere Härmälä","2023","12","27","19:20","-6","28","7291"
"Tampere Härmälä","2023","12","27","19:30","-6","28","13669"
"Tampere Härmälä","2023","12","27","19:40","-5.9","27","12293"
"Tampere Härmälä","2023","12","27","19:50","-6.1","27","8776"
"Tampere Härmälä","2023","12","27","20:00","-6.6","27","13269"
"Tampere Härmälä","2023","12","27","20:10","-6.8","28","14835"
"Tampere Härmälä","2023","12","27","20:20","-7","27","6967"
"Tampere Härmälä","2023","12","27","20:30","-7","27","11505"
"Tampere Härmälä","2023","12","27","20:40","-7","27","50000"
"Tampere Härmälä","2023","12","27","20:50","-7.1","27","50000"
"Tampere Härmälä","2023","12","27","21:00","-7.6","27","50000"
"Tampere Härmälä","2023","12","27","21:10","-7.4","27","20513"
"Tampere Härmälä","2023","12","27","21:20","-7.4","27","36667"
"Tampere Härmälä","2023","12","27","21:30","-6.8","27","50000"
"Tampere Härmälä","2023","12","27","21:40","-6.2","27","50000"
"Tampere Härmälä","2023","12","27","21:50","-5.7","27","50000"
"Tampere Härmälä","2023","12","27","22:00","-5.3","27","50000"
"Tampere Härmälä","2023","12","27","22:10","-5.4","27","50000"
"Tampere Härmälä","2023","12","27","22:20","-5.7","27","50000"
"Tampere Härmälä","2023","12","27","22:30","-6.5","26","50000"
"Tampere Härmälä","2023","12","27","22:40","-7.3","26","50000"
"Tampere Härmälä","2023","12","27","22:50","-7.7","27","50000"
"Tampere Härmälä","2023","12","27","23:00","-8.2","26","50000"
"Tampere Härmälä","2023","12","27","23:10","-8.4","27","50000"
"Tampere Härmälä","2023","12","27","23:20","-8.1","27","50000"
"Tampere Härmälä","2023","12","27","23:30","-7.6","27","50000"
"Tampere Härmälä","2023","12","27","23:40","-7.2","27","50000"
"Tampere Härmälä","2023","12","27","23:50","-7","27","50000"
"Tampere Härmälä","2023","12","28","00:00","-6.8","27","50000"
"Tampere Härmälä","2023","12","28","00:10","-6.5","27","50000"
"Tampere Härmälä","2023","12","28","00:20","-6.3","27","50000"
"Tampere Härmälä","2023","12","28","00:30","-5.6","27","50000"
"Tampere Härmälä","2023","12","28","00:40","-5.6","27","50000"
"Tampere Härmälä","2023","12","28","00:50","-4.4","27","50000"
"Tampere Härmälä","2023","12","28","01:00","-3.6","27","50000"
"Tampere Härmälä","2023","12","28","01:10","-3.7","27","50000"
"Tampere Härmälä","2023","12","28","01:20","-3.9","27","50000"
"Tampere Härmälä","2023","12","28","01:30","-4.5","27","50000"
"Tampere Härmälä","2023","12","28","01:40","-5.3","27","50000"
"Tampere Härmälä","2023","12","28","01:50","-5.9","27","50000"
"Tampere Härmälä","2023","12","28","02:00","-6","27","50000"
"Tampere Härmälä","2023","12","28","02:10","-6.1","27","50000"
"Tampere Härmälä","2023","12","28","02:20","-6.2","27","50000"
"Tampere Härmälä","2023","12","28","02:30","-6.2","27","50000"
"Tampere Härmälä","2023","12","28","02:40","-6.3","27","50000"
"Tampere Härmälä","2023","12","28","02:50","-6.3","27","50000"
"Tampere Härmälä","2023","12","28","03:00","-6.2","27","50000"
"Tampere Härmälä","2023","12","28","03:10","-6","27","50000"
"Tampere Härmälä","2023","12","28","03:20","-5.9","27","50000"
"Tampere Härmälä","2023","12","28","03:30","-5.7","27","50000"
"Tampere Härmälä","2023","12","28","03:40","-5.5","27","50000"
"Tampere Härmälä","2023","12","28","03:50","-5.5","27","50000"
"Tampere Härmälä","2023","12","28","04:00","-5.4","27","50000"
"Tampere Härmälä","2023","12","28","04:10","-5.1","27","50000"
"Tampere Härmälä","2023","12","28","04:20","-4.8","27","50000"
"Tampere Härmälä","2023","12","28","04:30","-4.8","27","50000"
"Tampere Härmälä","2023","12","28","04:40","-4.4","27","50000"
"Tampere Härmälä","2023","12","28","04:50","-4.2","27","50000"
"Tampere Härmälä","2023","12","28","05:00","-4","27","50000"
"Tampere Härmälä","2023","12","28","05:10","-3.8","27","50000"
"Tampere Härmälä","2023","12","28","05:20","-3.9","27","50000"
"Tampere Härmälä","2023","12","28","05:30","-3.8","27","50000"
"Tampere Härmälä","2023","12","28","05:40","-3.6","27","34007"
"Tampere Härmälä","2023","12","28","05:50","-3.6","27","46506"
"Tampere Härmälä","2023","12","28","06:00","-3.7","27","50000"
"Tampere Härmälä","2023","12","28","06:10","-3.7","27","50000"
"Tampere Härmälä","2023","12","28","06:20","-3.7","27","50000"
"Tampere Härmälä","2023","12","28","06:30","-3.7","27","50000"
"Tampere Härmälä","2023","12","28","06:40","-3.7","27","21439"
"Tampere Härmälä","2023","12","28","06:50","-3.7","27","46076"
"Tampere Härmälä","2023","12","28","07:00","-3.7","27","44884"
"Tampere Härmälä","2023","12","28","07:10","-3.6","27","50000"
"Tampere Härmälä","2023","12","28","07:20","-3.7","27","50000"
"Tampere Härmälä","2023","12","28","07:30","-3.6","27","50000"
"Tampere Härmälä","2023","12","28","07:40","-3.6","27","50000"
"Tampere Härmälä","2023","12","28","07:50","-3.6","27","50000"
"Tampere Härmälä","2023","12","28","08:00","-3.6","27","50000"
"Tampere Härmälä","2023","12","28","08:10","-3.4","27","50000"
"Tampere Härmälä","2023","12","28","08:20","-3.5","27","31420"
"Tampere Härmälä","2023","12","28","08:30","-3.5","26","44196"
"Tampere Härmälä","2023","12","28","08:40","-3.4","27","50000"
"Tampere Härmälä","2023","12","28","08:50","-3.3","27","50000"
"Tampere Härmälä","2023","12","28","09:00","-3.4","26","50000"
"Tampere Härmälä","2023","12","28","09:10","-3.3","26","50000"
"Tampere Härmälä","2023","12","28","09:20","-3.3","26","50000"
"Tampere Härmälä","2023","12","28","09:30","-3.3","26","50000"
"Tampere Härmälä","2023","12","28","09:40","-3.2","26","50000"
"Tampere Härmälä","2023","12","28","09:50","-3.2","26","50000"
"Tampere Härmälä","2023","12","28","10:00","-3.1","26","50000"
"Tampere Härmälä","2023","12","28","10:10","-3","26","50000"
"Tampere Härmälä","2023","12","28","10:20","-3","26","50000"
"Tampere Härmälä","2023","12","28","10:30","-3","26","50000"
"Tampere Härmälä","2023","12","28","10:40","-3","26","50000"
"Tampere Härmälä","2023","12","28","10:50","-3","26","50000"
"Tampere Härmälä","2023","12","28","11:00","-3","26","34021"
"Tampere Härmälä","2023","12","28","11:10","-3","26","38990"
"Tampere Härmälä","2023","12","28","11:20","-3","26","50000"
"Tampere Härmälä","2023","12","28","11:30","-3","26","50000"
"Tampere Härmälä","2023","12","28","11:40","-3","26","50000"
"Tampere Härmälä","2023","12","28","11:50","-3.1","26","50000"
"Tampere Härmälä","2023","12","28","12:00","-3.1","26","50000"
"Tampere Härmälä","2023","12","28","12:10","-3.1","26","50000"
"Tampere Härmälä","2023","12","28","12:20","-3.2","26","50000"
"Tampere Härmälä","2023","12","28","12:30","-3.2","26","50000"
"Tampere Härmälä","2023","12","28","12:40","-3.2","26","50000"
"Tampere Härmälä","2023","12","28","12:50","-3.3","26","50000"
"Tampere Härmälä","2023","12","28","13:00","-3.3","26","50000"
"Tampere Härmälä","2023","12","28","13:10","-3.3","26","50000"
"Tampere Härmälä","2023","12","28","13:20","-3.4","26","50000"
"Tampere Härmälä","2023","12","28","13:30","-3.4","26","50000"
"Tampere Härmälä","2023","12","28","13:40","-3.3","26","50000"
"Tampere Härmälä","2023","12","28","13:50","-3.3","26","50000"
"Tampere Härmälä","2023","12","28","14:00","-3.4","26","50000"
"Tampere Härmälä","2023","12","28","14:10","-3.5","26","50000"
"Tampere Härmälä","2023","12","28","14:20","-3.5","26","50000"
"Tampere Härmälä","2023","12","28","14:30","-3.7","26","50000"
"Tampere Härmälä","2023","12","28","14:40","-3.7","26","50000"
"Tampere Härmälä","2023","12","28","14:50","-3.7","26","50000"
"Tampere Härmälä","2023","12","28","15:00","-3.6","26","50000"
"Tampere Härmälä","2023","12","28","15:10","-3.7","26","50000"
"Tampere Härmälä","2023","12","28","15:20","-3.7","26","50000"
"Tampere Härmälä","2023","12","28","15:30","-3.7","26","50000"
"Tampere Härmälä","2023","12","28","15:40","-3.8","26","41436"
"Tampere Härmälä","2023","12","28","15:50","-3.8","26","38139"
"Tampere Härmälä","2023","12","28","16:00","-3.9","27","50000"
"Tampere Härmälä","2023","12","28","16:10","-4","26","41622"
"Tampere Härmälä","2023","12","28","16:20","-3.9","27","36216"
"Tampere Härmälä","2023","12","28","16:30","-4","27","36000"
"Tampere Härmälä","2023","12","28","16:40","-4.1","26","39872"
"Tampere Härmälä","2023","12","28","16:50","-4.2","26","50000"
"Tampere Härmälä","2023","12","28","17:00","-4.2","26","50000"
"Tampere Härmälä","2023","12","28","17:10","-4.3","26","50000"
"Tampere Härmälä","2023","12","28","17:20","-4.2","27","50000"
"Tampere Härmälä","2023","12","28","17:30","-4.2","27","50000"
"Tampere Härmälä","2023","12","28","17:40","-4.1","27","50000"
"Tampere Härmälä","2023","12","28","17:50","-4.1","27","50000"
"Tampere Härmälä","2023","12","28","18:00","-4.1","27","50000"
"Tampere Härmälä","2023","12","28","18:10","-4","27","50000"
"Tampere Härmälä","2023","12","28","18:20","-4","27","50000"
"Tampere Härmälä","2023","12","28","18:30","-4","27","50000"
"Tampere Härmälä","2023","12","28","18:40","-4.1","27","50000"
"Tampere Härmälä","2023","12","28","18:50","-4","27","50000"
"Tampere Härmälä","2023","12","28","19:00","-4.1","27","50000"
"Tampere Härmälä","2023","12","28","19:10","-4.1","27","50000"
"Tampere Härmälä","2023","12","28","19:20","-4.1","28","50000"
"Tampere Härmälä","2023","12","28","19:30","-4","28","50000"
"Tampere Härmälä","2023","12","28","19:40","-4","28","24305"
"Tampere Härmälä","2023","12","28","19:50","-3.9","28","27316"
"Tampere Härmälä","2023","12","28","20:00","-3.9","28","50000"
"Tampere Härmälä","2023","12","28","20:10","-3.8","28","48911"
"Tampere Härmälä","2023","12","28","20:20","-3.7","28","40488"
"Tampere Härmälä","2023","12","28","20:30","-3.7","28","36451"
"Tampere Härmälä","2023","12","28","20:40","-3.6","28","39524"
"Tampere Härmälä","2023","12","28","20:50","-3.6","28","38801"
"Tampere Härmälä","2023","12","28","21:00","-3.5","28","48721"
"Tampere Härmälä","2023","12","28","21:10","-3.5","28","50000"
"Tampere Härmälä","2023","12","28","21:20","-3.5","28","50000"
"Tampere Härmälä","2023","12","28","21:30","-3.5","28","50000"
"Tampere Härmälä","2023","12","28","21:40","-3.5","28","48725"
"Tampere Härmälä","2023","12","28","21:50","-3.4","28","50000"
"Tampere Härmälä","2023","12","28","22:00","-3.4","28","48391"
"Tampere Härmälä","2023","12","28","22:10","-3.4","28","48150"
"Tampere Härmälä","2023","12","28","22:20","-3.4","28","46304"
"Tampere Härmälä","2023","12","28","22:30","-3.3","28","30947"
"Tampere Härmälä","2023","12","28","22:40","-3.3","28","33772"
"Tampere Härmälä","2023","12","28","22:50","-3.3","28","34296"
"Tampere Härmälä","2023","12","28","23:00","-3.2","28","29867"
"Tampere Härmälä","2023","12","28","23:10","-3.1","28","35995"
"Tampere Härmälä","2023","12","28","23:20","-3.1","28","26282"
"Tampere Härmälä","2023","12","28","23:30","-3.1","28","2917"
"Tampere Härmälä","2023","12","28","23:40","-3.1","28","2008"
"Tampere Härmälä","2023","12","28","23:50","-3.1","28","2722"
"Tampere Härmälä","2023","12","29","00:00","-3.1","28","7375"
"Tampere Härmälä","2023","12","29","00:10","-3.1","28","10106"
"Tampere Härmälä","2023","12","29","00:20","-3.1","28","25571"
"Tampere Härmälä","2023","12","29","00:30","-3.1","28","48478"
"Tampere Härmälä","2023","12","29","00:40","-3.2","28","50000"
"Tampere Härmälä","2023","12","29","00:50","-3.2","28","50000"
"Tampere Härmälä","2023","12","29","01:00","-3.1","28","50000"
"Tampere Härmälä","2023","12","29","01:10","-3.1","28","50000"
"Tampere Härmälä","2023","12","29","01:20","-3","28","50000"
"Tampere Härmälä","2023","12","29","01:30","-3","28","22367"
"Tampere Härmälä","2023","12","29","01:40","-2.9","28","6545"
"Tampere Härmälä","2023","12","29","01:50","-2.9","27","3115"
"Tampere Härmälä","2023","12","29","02:00","-2.9","27","2996"
"Tampere Härmälä","2023","12","29","02:10","-2.9","27","3018"
"Tampere Härmälä","2023","12","29","02:20","-2.9","27","3895"
"Tampere Härmälä","2023","12","29","02:30","-2.8","27","4239"
"Tampere Härmälä","2023","12","29","02:40","-2.7","28","8589"
"Tampere Härmälä","2023","12","29","02:50","-2.7","27","22497"
"Tampere Härmälä","2023","12","29","03:00","-2.6","27","31087"
"Tampere Härmälä","2023","12","29","03:10","-2.7","27","6476"
"Tampere Härmälä","2023","12","29","03:20","-2.7","28","4507"
"Tampere Härmälä","2023","12","29","03:30","-2.6","28","4203"
"Tampere Härmälä","2023","12","29","03:40","-2.7","28","4709"
"Tampere Härmälä","2023","12","29","03:50","-2.7","28","5396"
"Tampere Härmälä","2023","12","29","04:00","-2.6","28","5463"
"Tampere Härmälä","2023","12","29","04:10","-2.7","28","9851"
"Tampere Härmälä","2023","12","29","04:20","-2.7","28","19731"
"Tampere Härmälä","2023","12","29","04:30","-2.6","28","24423"
"Tampere Härmälä","2023","12","29","04:40","-2.6","28","31472"
"Tampere Härmälä","2023","12","29","04:50","-2.6","28","43417"
"Tampere Härmälä","2023","12","29","05:00","-2.6","28","44078"
"Tampere Härmälä","2023","12","29","05:10","-2.6","28","50000"
"Tampere Härmälä","2023","12","29","05:20","-2.5","28","50000"
"Tampere Härmälä","2023","12","29","05:30","-2.6","28","50000"
"Tampere Härmälä","2023","12","29","05:40","-2.5","28","50000"
"Tampere Härmälä","2023","12","29","05:50","-2.5","28","50000"
"Tampere Härmälä","2023","12","29","06:00","-2.5","28","50000"
"Tampere Härmälä","2023","12","29","06:10","-2.5","28","50000"
"Tampere Härmälä","2023","12","29","06:20","-2.5","28","50000"
"Tampere Härmälä","2023","12","29","06:30","-2.5","28","50000"
"Tampere Härmälä","2023","12","29","06:40","-2.5","28","50000"
"Tampere Härmälä","2023","12","29","06:50","-2.5","28","50000"
"Tampere Härmälä","2023","12","29","07:00","-2.5","28","50000"
"Tampere Härmälä","2023","12","29","07:10","-2.5","28","50000"
"Tampere Härmälä","2023","12","29","07:20","-2.5","28","50000"
"Tampere Härmälä","2023","12","29","07:30","-2.5","28","49625"
"Tampere Härmälä","2023","12","29","07:40","-2.5","28","47404"
"Tampere Härmälä","2023","12","29","07:50","-2.5","28","44333"
"Tampere Härmälä","2023","12","29","08:00","-2.6","28","40051"
"Tampere Härmälä","2023","12","29","08:10","-2.6","28","44892"
"Tampere Härmälä","2023","12","29","08:20","-2.7","28","37323"
"Tampere Härmälä","2023","12","29","08:30","-2.7","28","36595"
"Tampere Härmälä","2023","12","29","08:40","-2.8","28","30677"
"Tampere Härmälä","2023","12","29","08:50","-2.8","28","29681"
"Tampere Härmälä","2023","12","29","09:00","-2.8","28","26644"
"Tampere Härmälä","2023","12","29","09:10","-2.9","28","28268"
"Tampere Härmälä","2023","12","29","09:20","-2.9","28","28090"
"Tampere Härmälä","2023","12","29","09:30","-2.9","28","31491"
"Tampere Härmälä","2023","12","29","09:40","-3","28","18217"
"Tampere Härmälä","2023","12","29","09:50","-3","28","10180"
"Tampere Härmälä","2023","12","29","10:00","-3.1","28","13398"
"Tampere Härmälä","2023","12","29","10:10","-3.1","28","6314"
"Tampere Härmälä","2023","12","29","10:20","-3.2","28","5847"
"Tampere Härmälä","2023","12","29","10:30","-3.2","28","4063"
"Tampere Härmälä","2023","12","29","10:40","-3.2","28","3576"
"Tampere Härmälä","2023","12","29","10:50","-3.2","28","4403"
"Tampere Härmälä","2023","12","29","11:00","-3.3","28","3157"
"Tampere Härmälä","2023","12","29","11:10","-3.3","28","4345"
"Tampere Härmälä","2023","12","29","11:20","-3.4","28","3694"
"Tampere Härmälä","2023","12","29","11:30","-3.4","28","7433"
"Tampere Härmälä","2023","12","29","11:40","-3.4","28","7242"
"Tampere Härmälä","2023","12","29","11:50","-3.4","28","9676"
"Tampere Härmälä","2023","12","29","12:00","-3.4","28","7741"
"Tampere Härmälä","2023","12","29","12:10","-3.4","28","2751"
"Tampere Härmälä","2023","12","29","12:20","-3.4","28","1793"
"Tampere Härmälä","2023","12","29","12:30","-3.4","28","1716"
"Tampere Härmälä","2023","12","29","12:40","-3.5","28","1800"
"Tampere Härmälä","2023","12","29","12:50","-3.5","28","2185"
"Tampere Härmälä","2023","12","29","13:00","-3.5","28","2389"
"Tampere Härmälä","2023","12","29","13:10","-3.6","28","2923"
"Tampere Härmälä","2023","12","29","13:20","-3.6","28","3226"
"Tampere Härmälä","2023","12","29","13:30","-3.6","28","3935"
"Tampere Härmälä","2023","12","29","13:40","-3.6","28","3266"
"Tampere Härmälä","2023","12","29","13:50","-3.6","28","2525"
"Tampere Härmälä","2023","12","29","14:00","-3.6","28","2817"
"Tampere Härmälä","2023","12","29","14:10","-3.6","28","1971"
"Tampere Härmälä","2023","12","29","14:20","-3.7","28","1285"
"Tampere Härmälä","2023","12","29","14:30","-3.7","28","1887"
"Tampere Härmälä","2023","12","29","14:40","-3.6","28","2602"
"Tampere Härmälä","2023","12","29","14:50","-3.6","28","3193"
"Tampere Härmälä","2023","12","29","15:00","-3.6","28","4906"
"Tampere Härmälä","2023","12","29","15:10","-3.5","29","5848"
"Tampere Härmälä","2023","12","29","15:20","-3.5","29","4142"
"Tampere Härmälä","2023","12","29","15:30","-3.5","29","4946"
"Tampere Härmälä","2023","12","29","15:40","-3.4","29","2651"
"Tampere Härmälä","2023","12","29","15:50","-3.4","29","2443"
"Tampere Härmälä","2023","12","29","16:00","-3.4","29","2646"
"Tampere Härmälä","2023","12","29","16:10","-3.4","28","2993"
"Tampere Härmälä","2023","12","29","16:20","-3.4","28","3831"
"Tampere Härmälä","2023","12","29","16:30","-3.3","29","7272"
"Tampere Härmälä","2023","12","29","16:40","-3.3","29","11717"
"Tampere Härmälä","2023","12","29","16:50","-3.3","29","3674"
"Tampere Härmälä","2023","12","29","17:00","-3.4","29","2447"
"Tampere Härmälä","2023","12","29","17:10","-3.4","29","2510"
"Tampere Härmälä","2023","12","29","17:20","-3.4","29","3046"
"Tampere Härmälä","2023","12","29","17:30","-3.4","29","4521"
"Tampere Härmälä","2023","12","29","17:40","-3.4","29","5118"
"Tampere Härmälä","2023","12","29","17:50","-3.4","29","5833"
"Tampere Härmälä","2023","12","29","18:00","-3.5","29","7032"
"Tampere Härmälä","2023","12","29","18:10","-3.5","29","6905"
"Tampere Härmälä","2023","12","29","18:20","-3.6","29","5372"
"Tampere Härmälä","2023","12","29","18:30","-3.6","29","6842"
"Tampere Härmälä","2023","12","29","18:40","-3.6","29","8323"
"Tampere Härmälä","2023","12","29","18:50","-3.7","29","9014"
"Tampere Härmälä","2023","12","29","19:00","-3.7","29","8189"
"Tampere Härmälä","2023","12","29","19:10","-3.8","29","4213"
"Tampere Härmälä","2023","12","29","19:20","-3.9","29","4960"
"Tampere Härmälä","2023","12","29","19:30","-4","29","3953"
"Tampere Härmälä","2023","12","29","19:40","-4","29","4811"
"Tampere Härmälä","2023","12","29","19:50","-4","29","6110"
"Tampere Härmälä","2023","12","29","20:00","-4.1","29","11008"
"Tampere Härmälä","2023","12","29","20:10","-4.2","29","10945"
"Tampere Härmälä","2023","12","29","20:20","-4.2","29","21271"
"Tampere Härmälä","2023","12","29","20:30","-4.3","29","32383"
"Tampere Härmälä","2023","12","29","20:40","-4.4","29","28469"
"Tampere Härmälä","2023","12","29","20:50","-4.4","29","38516"
"Tampere Härmälä","2023","12","29","21:00","-4.4","29","30965"
"Tampere Härmälä","2023","12","29","21:10","-4.4","29","20030"
"Tampere Härmälä","2023","12","29","21:20","-4.4","29","20015"
"Tampere Härmälä","2023","12","29","21:30","-4.4","29","16442"
"Tampere Härmälä","2023","12","29","21:40","-4.4","29","19528"
"Tampere Härmälä","2023","12","29","21:50","-4.4","29","13046"
